AAR,ACE,AGA,AGP,AHO,ALC,AOI,ATH,BCN,BDS,BES,BGY,BHX,BIQ,BLL,BLQ,BOD,BOH,BRE,BRI,BRQ,BRS,BRU,BSL,BTS,BUD,BVA,BVE,BZG,BZR,CAG,CCF,CFE,CFU,CGN,CHQ,CIA,CIY,CRL,CRV,CTA,CUF,CWL,DLE,DNR,DOL,DTM,DUB,EBU,EDI,EFL,EGC,EIN,EMA,ESU,FAO,FCO,FEZ,FKB,FMM,FMO,FNI,FSC,FUE,GDN,GNB,GOA,GPA,GRO,HAU,HHN,IBZ,KGS,KIR,KLX,KRK,KTW,KUN,LBA,LCJ,LDE,LDY,LEI,LEJ,LGW,LIG,LIL,LIS,LNZ,LPA,LPL,LPP,LRH,LTN,LUZ,MAD,MAH,MAN,MJV,MLA,MPL,MRS,MST,MXP,NCE,NCL,NDR,NOC,NRN,NTE,NUE,NYO,OPO,ORK,OSI,OSR,OTP,OUD,PDV,PEG,PFO,PGF,PIK,PIS,PMF,PMI,PMO,POZ,PRG,PSA,PSR,PUY,RAK,RBA,RDZ,REU,RHO,RIX,RJK,RYG,RZE,SCQ,SDR,SFT,SKG,SNN,STN,SUF,SVQ,SXB,SXF,SZG,SZZ,TFN,TFS,TGD,TLL,TLN,TMP,TNG,TPS,TRF,TRN,TRS,TSF,TUF,VLC,VLL,VNO,VRN,VST,VXO,WMI,WRO,XCR,XRY,ZAD,ZAZ,ZTH,GLA,CPH,HAM,GOT,PDL,LRT,JTR,STR,CDT,VDA,SOF,AMS
Aarhus,Lanzarote,Agadir,Malaga,Alghero,Alicante,Ancona,Athens,Barcelona El Prat,Brindisi,Brest,Milan Bergamo,Birmingham,Biarritz,Billund,Bologna,Bordeaux,Bournemouth,Bremen,Bari,Brno,Bristol,Brussels Zaventem,Basel,Bratislava,Budapest,Paris Beauvais,Brive,Bydgoszcz,Beziers,Cagliari,Carcassonne,Clermont Ferrand,Corfu,Cologne,Chania,Rome Ciampino,Comiso,Brussels Charleroi,Crotone,Catania,Cuneo,Cardiff,Dole,Dinard,Deauville-Normandy,Dortmund,Dublin,St Etienne,Edinburgh,Kefalonia,Bergerac,Eindhoven,East Midlands,Essaouira,Faro,Rome Fiumicino,Fez,Baden-Baden,Memmingen (Munich West),Münster,Nimes,Figari,Fuerteventura,Gdansk,Grenoble,Genoa,Patras (Araxos),Girona Barcelona,Haugesund,Frankfurt Hahn,Ibiza,Kos,Kerry,Kalamata,Krakow,Katowice,Kaunas,Leeds Bradford,Lodz,Lourdes,Derry,Almeria,Leipzig,London Gatwick,Limoges,Lille,Lisbon,Linz,Gran Canaria,Liverpool,Lappeenranta,La Rochelle,London Luton,Lublin,Madrid,Menorca,Manchester,Murcia,Malta,Montpellier,Marseille Provence,Maastricht,Milan Malpensa,Nice,Newcastle,Nador,Knock Ireland West,Dusseldorf Weeze,Nantes,Nuremberg,Stockholm Skavsta,Porto,Cork,Osijek,Ostrava,Bucharest (Otopeni),Oujda,Plovdiv,Perugia,Paphos,Perpignan,Glasgow Prestwick,Poitiers,Parma,Palma,Palermo,Poznan,Prague,Pisa,Pescara,Pula,Marrakesh,Rabat,Rodez,Reus Barcelona,Rhodes,Riga,Rijeka,Oslo Rygge,Rzeszow,Santiago,Santander,Skelleftea,Thessaloniki,Shannon,London Stansted,Lamezia,Seville,Strasbourg,Berlin Schonefeld,Salzburg,Szczecin,Tenerife North,Tenerife Sth,Podgorica,Tallinn,Toulon,Tampere,Tangier,Trapani,Oslo Torp,Turin,Trieste,Venice Treviso,Tours Loire Valley,Valencia,Valladolid,Vilnius,Verona,Stockholm Vasteras,Växjö,Warsaw Modlin,Wroclaw,Paris Vatry,Jerez,Zadar,Zaragoza,Zakynthos,Glasgow International,Copenhagen,Hamburg,Gothenburg Landvetter,Ponta Delgada,Lorient,Santorini National,Stuttgart,Castellon,Eilat (Ovda),Sofia,Amsterdam
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2086,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,632,-1,-1,-1,-1,-1,-1,-1,-1,883,-1,-1,-1,-1,-1,739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1317,-1,-1,-1,-1,990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,970,-1,2835,-1,-1,-1,-1,1133,-1,-1,-1,-1,626,-1,-1,-1,1647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2941,-1,-1,-1,-1,-1,-1,-1,-1,1568,2133,-1,-1,-1,-1,-1,-1,-1,609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2338,-1,-1,-1,-1,-1,-1,-1,1572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1575,-1,-1,1001,-1,-1,-1,-1,-1,-1,1219,-1,-1,-1,1295,-1,-1,1678,-1,-1,-1,-1,-1,1851,1973,1091,-1,-1,-1,1084,-1,-1,-1,1418,-1,1358,-1,1270,-1,1642,-1,-1,-1,-1,-1,-1,1451,-1,-1,-1,-1,1398,-1,-1,-1,-1,740,-1,-1,-1,-1,-1,1635,-1,-1,-1,-1,-1,-1,-1,459,-1,-1,-1,2101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1766,-1,-1,-1,-1,-1,-1,664,1433,-1,1655,-1,796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,438,-1,-1,-1,2458,-1,-1,-1,-1,-1,-1,-1,-1,546,1453,-1,-1,1203,-1,-1,1066,769,-1,-1,-1,-1,-1,2326,-1,483,-1,-1,-1,-1,1299,-1,-1,-1,1851,-1,-1,1772,1824,-1,-1,-1,-1,568,-1,-1,-1,-1,-1,-1,-1,-1,2644,-1,-1,-1,2264,-1,-1,-1,-1,-1,-1,-1,2058,1779,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,241,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2866,-1,1862,-1,1681,-1,-1,1379,-1,-1,1212,-1,-1,-1,1389,-1,-1,736,-1,-1,-1,-1,-1,-1,1653,529,-1,-1,1189,-1,-1,-1,2268,-1,2854,1694,-1,562,-1,-1,-1,-1,-1,-1,-1,-1,265,-1,-1,-1,-1,560,-1,-1,1869,-1,-1,-1,-1,-1,-1,-1,2926,1359,-1,-1,-1,1327,-1,-1,1634,-1,-1,-1,1555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1702,-1,3024,-1,-1,-1,-1,-1,1433,-1,-1,1735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1703,-1,1043,1702,-1,-1,-1,-1,450,-1,-1,-1,-1,-1,-1,-1,-1,3048,-1,1784,-1,-1,-1,-1,-1,-1,-1,-1,-1,1547,-1,-1,-1,-1,-1,1534,-1,-1,-1,1643,-1,-1,-1,-1,-1,-1,-1,-1,-1,955,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1633,-1,-1,-1,-1,1448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1789,-1,-1,-1,-1,1596,1674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1568,-1,-1,-1,1735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1162,2242,-1,2247,1002,-1,2110,-1,619,-1,2201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2532,-1,2609,-1,-1,1878,2256,-1,-1,688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1214,-1,-1,-1,-1,-1,-1,1638,-1,2248,2359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2365,-1,-1,2133,-1,1655,-1,-1,-1,-1,-1,1155,-1,-1,-1,-1,-1,-1,-1,-1,-1,2556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2620,-1,-1,-1,-1,-1,-1,937,-1,-1,-1,-1,-1,-1,-1,-1,-1,2629,-1,-1,-1,-1,-1,-1,2108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,288,-1,1187,-1,1105,-1,-1,-1,-1,-1,-1,-1,-1,1706,-1,-1,-1,-1,-1,-1,-1,-1,2431,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,751,-1,-1,-1,-1,-1,-1,-1,1215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1948,1116,-1,-1,-1,-1,-1,-1,929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,564,-1,-1,-1,-1,1841,630,-1,782,-1,1064,-1,-1,-1,-1,-1,-1,1393,-1,1519,-1,-1,890,-1,1871,-1,602,1377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,808,1307,-1,-1,-1,-1,-1,-1,-1,796,-1,-1,-1,1155,-1,-1,-1,-1,-1,-1,1176,-1,-1,674,-1,1885,1166,-1,-1,-1,-1,1141,-1,-1,-1,-1,-1,521,-1,479,883,-1,-1,-1,-1,-1,1755,1469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1010,-1,1153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1281,-1,-1,-1,-1,-1,565,646,-1,-1,-1,-1,-1,1519,-1,-1,-1,815,-1,-1,-1,-1,-1,1657,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,932,-1,1517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2802,-1,1945,-1,1847,-1,-1,-1,-1,-1,1606,-1,-1,-1,-1,-1,-1,-1,-1,-1,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,510,-1,1879,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,398,-1,-1,609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,647,-1,-1,-1,-1,-1,-1,-1,2944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,3004,2689,1859,1230,1570,1038,-1,-1,-1,-1,709,-1,-1,-1,873,-1,-1,-1,1417,-1,-1,-1,-1,-1,-1,-1,-1,819,943,1391,-1,-1,1705,-1,2288,1194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,789,-1,-1,-1,-1,-1,1965,-1,2159,-1,-1,-1,-1,-1,3064,-1,-1,-1,-1,1108,-1,-1,1463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1049,1611,-1,-1,-1,-1,1977,-1,1059,-1,-1,-1,-1,-1,1365,1588,-1,-1,935,1186,-1,2506,-1,-1,-1,-1,1295,-1,-1,-1,-1,1175,-1,1782,-1,407,1614,-1,-1,-1,-1,-1,-1,3230,-1,1454,-1,-1,-1,-1,-1,-1,-1,-1,-1,1440,-1,-1,-1,-1,812,-1,-1,-1,-1,1078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,771,-1,-1,-1,-1,-1,-1,-1,-1,-1,1497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1897,-1,1552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2906,2107,2600,-1,-1,2203,2017,-1,1536,-1,2119,-1,-1,-1,-1,813,-1,-1,-1,-1,-1,-1,-1,1410,-1,-1,1954,-1,-1,-1,-1,-1,2639,1912,-1,1221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1094,-1,-1,3012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4229,-1,-1,-1,-1,-1,-1,-1,-1,-1,2556,-1,1885,-1,-1,-1,-1,-1,-1,1049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2911,-1,-1,-1,-1,2363,-1,-1,-1,1737,-1,-1,-1,-1,-1,-1,2618,-1,1517,-1,-1,-1,-1,-1,2075,-1,1298,-1,-1,-1,-1,-1,-1,-1,4271,-1,-1,-1,-1,-1,-1,-1,-1,-1,1495,-1,-1,-1,-1,-1,-1,-1,742,-1,-1,-1,1635,-1,-1,-1,435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
